Open,High,Low,Close,Adj Close,Volume,Company,Ticker,Time,Gain,Label
99.55000305175781,101.08999633789062,98.69999694824219,99.20999908447266,99.20999908447266,27391400,Google,GOOG,2023-01-24,-0.34154089087107525,GOOG : Google
97.19999694824219,97.72000122070312,95.26200103759766,96.7300033569336,96.7300033569336,31000900,Google,GOOG,2023-01-25,-0.48353251652760815,GOOG : Google
98.27999877929688,99.20999908447266,96.81999969482422,99.16000366210938,99.16000366210938,24542100,Google,GOOG,2023-01-26,0.8954058747891204,GOOG : Google
99.05000305175781,101.58000183105469,98.97000122070312,100.70999908447266,100.70999908447266,29020400,Google,GOOG,2023-01-27,1.6759171949216656,GOOG : Google
98.74500274658203,99.40899658203125,97.5199966430664,97.94999694824219,97.94999694824219,24365100,Google,GOOG,2023-01-30,-0.8051099055413842,GOOG : Google
97.86000061035156,99.91000366210938,97.79000091552734,99.87000274658203,99.87000274658203,22306800,Google,GOOG,2023-01-31,2.0539567991969254,GOOG : Google
99.73999786376953,102.19000244140625,98.41999816894531,101.43000030517578,101.43000030517578,26392600,Google,GOOG,2023-02-01,1.6944079382421382,GOOG : Google
106.79000091552734,108.81999969482422,106.54000091552734,108.80000305175781,108.80000305175781,46622600,Google,GOOG,2023-02-02,1.8822006920108687,GOOG : Google
103.51000213623047,108.0199966430664,103.30000305175781,105.22000122070312,105.22000122070312,36823400,Google,GOOG,2023-02-03,1.6520133795593113,GOOG : Google
102.68499755859375,104.69999694824219,102.20999908447266,103.47000122070312,103.47000122070312,25573000,Google,GOOG,2023-02-06,0.7644774609469499,GOOG : Google
103.62999725341797,108.66999816894531,103.5479965209961,108.04000091552734,108.04000091552734,33738800,Google,GOOG,2023-02-07,4.2555281086470576,GOOG : Google
102.69000244140625,103.58000183105469,98.45500183105469,100.0,100.0,73546000,Google,GOOG,2023-02-08,-2.6195368365495315,GOOG : Google
100.54000091552734,100.61000061035156,93.86000061035156,95.45999908447266,95.45999908447266,97798600,Google,GOOG,2023-02-09,-5.052717112388781,GOOG : Google
95.73999786376953,97.0199966430664,94.52999877929688,94.86000061035156,94.86000061035156,49325300,Google,GOOG,2023-02-10,-0.9191531993453096,GOOG : Google
95.01000213623047,95.3499984741211,94.05000305175781,95.0,95.0,43116600,Google,GOOG,2023-02-13,-0.010527456063128118,GOOG : Google
94.66000366210938,95.17500305175781,92.6500015258789,94.94999694824219,94.94999694824219,42513100,Google,GOOG,2023-02-14,0.30635249832437034,GOOG : Google
94.73999786376953,97.33999633789062,94.36000061035156,97.0999984741211,97.0999984741211,36964500,Google,GOOG,2023-02-15,2.491028777248974,GOOG : Google
95.54000091552734,97.87999725341797,94.97000122070312,95.77999877929688,95.77999877929688,35642100,Google,GOOG,2023-02-16,0.25120144595950733,GOOG : Google
95.06999969482422,95.75,93.44999694824219,94.58999633789062,94.58999633789062,31095100,Google,GOOG,2023-02-17,-0.5048946654827074,GOOG : Google
93.23999786376953,93.41500091552734,92.0,92.05000305175781,92.05000305175781,28367200,Google,GOOG,2023-02-21,-1.2762707413940404,GOOG : Google
91.93399810791016,92.36000061035156,90.87000274658203,91.80000305175781,91.80000305175781,29891100,Google,GOOG,2023-02-22,-0.14575136392421792,GOOG : Google
92.12999725341797,92.12999725341797,90.01000213623047,91.06999969482422,91.06999969482422,32423700,Google,GOOG,2023-02-23,-1.1505455228420998,GOOG : Google
89.62999725341797,90.12999725341797,88.86000061035156,89.3499984741211,89.3499984741211,31295600,Google,GOOG,2023-02-24,-0.31239405096176937,GOOG : Google
90.08999633789062,90.44999694824219,89.61000061035156,90.0999984741211,90.0999984741211,22724300,Google,GOOG,2023-02-27,0.011102382769508437,GOOG : Google
89.54000091552734,91.44999694824219,89.5199966430664,90.30000305175781,90.30000305175781,30546900,Google,GOOG,2023-02-28,0.8487850440692535,GOOG : Google
90.16000366210938,91.19999694824219,89.8499984741211,90.51000213623047,90.51000213623047,26323900,Google,GOOG,2023-03-01,0.3881970495839543,GOOG : Google
89.86000061035156,92.4800033569336,89.7699966430664,92.30999755859375,92.30999755859375,23328600,Google,GOOG,2023-03-02,2.726459972847982,GOOG : Google
92.73999786376953,94.11000061035156,92.66000366210938,94.0199966430664,94.0199966430664,30242500,Google,GOOG,2023-03-03,1.3802014328026295,GOOG : Google
